"","Auth1","Auth2"
"1895","Heine,H.G.","Boyle,D.B."
"1896","Foord,A.J.","Boyle,D.B."
"1897","Chung,H.K.","Cameron,L."
"1898","Chung,H.K.","Kordyban,S."
"1899","Chung,H.K.","Dobos,P."
"1900","Cameron,L.","Kordyban,S."
"1901","Cameron,L.","Dobos,P."
"1902","Kordyban,S.","Dobos,P."
"1903","Malnick,S.D.H.","Kaftouri,A."
"1904","Malnick,S.D.H.","Fink,A."
"1905","Malnick,S.D.H.","Bass,D.D."
"1906","Kaftouri,A.","Fink,A."
"1907","Kaftouri,A.","Bass,D.D."
"1908","Fink,A.","Bass,D.D."
"1909","Schwartz,D.H.","Laeyendecker,O.L."
"1910","Schwartz,D.H.","Song,H."
"1911","Schwartz,D.H.","Ray,S.C."
"1912","Laeyendecker,O.L.","Song,H."
"1913","Laeyendecker,O.L.","Ray,S.C."
"1914","Song,H.","Ray,S.C."
"1915","Zhao,R.","Pevear,D.C."
"1916","Zhao,R.","Kuhn,R.J."
"1917","Zhao,R.","Rossmann,M.G."
"1918","Pevear,D.C.","Kuhn,R.J."
"1919","Pevear,D.C.","Rossmann,M.G."
"1920","Kuhn,R.J.","Rossmann,M.G."
"1921","Yang,Y.C.","Hsu,T.Y."
"1922","Yang,Y.C.","Liu,M.Y."
"1923","Yang,Y.C.","Lin,M.T."
"1924","Yang,Y.C.","Chen,J.Y."
"1925","Yang,Y.C.","Yang,C.S."
"1926","Hsu,T.Y.","Liu,M.Y."
"1927","Hsu,T.Y.","Lin,M.T."
"1928","Hsu,T.Y.","Chen,J.Y."
"1929","Hsu,T.Y.","Yang,C.S."
"1930","Liu,M.Y.","Lin,M.T."
"1931","Liu,M.Y.","Chen,J.Y."
"1932","Liu,M.Y.","Yang,C.S."
"1933","Lin,M.T.","Chen,J.Y."
"1934","Lin,M.T.","Yang,C.S."
"1935","Chen,J.Y.","Yang,C.S."
"1936","Lee,K.C.","Wong,S.M."
"1937","Lee,K.C.","Mahtani,P.H."
"1938","Lee,K.C.","Chng,C.G."
"1939","Wong,S.M.","Mahtani,P.H."
"1940","Wong,S.M.","Chng,C.G."
"1941","Mahtani,P.H.","Chng,C.G."
"1942","Huang,Y.Q.","Li,J.J."
"1943","Huang,Y.Q.","Kaplan,M.H."
"1944","Huang,Y.Q.","Poiesz,B.J."
"1945","Huang,Y.Q.","Katabira,E."
"1946","Huang,Y.Q.","Zhang,W.C."
"1947","Huang,Y.Q.","Feiner,D."
"1948","Huang,Y.Q.","Friedman-Kien,A.E."
"1949","Li,J.J.","Kaplan,M.H."
"1950","Li,J.J.","Poiesz,B.J."
"1951","Li,J.J.","Katabira,E."
"1952","Li,J.J.","Zhang,W.C."
"1953","Li,J.J.","Feiner,D."
"1954","Li,J.J.","Friedman-Kien,A.E."
"1955","Kaplan,M.H.","Poiesz,B.J."
"1956","Kaplan,M.H.","Katabira,E."
"1957","Kaplan,M.H.","Zhang,W.C."
"1958","Kaplan,M.H.","Feiner,D."
"1959","Kaplan,M.H.","Friedman-Kien,A.E."
"1960","Poiesz,B.J.","Katabira,E."
"1961","Poiesz,B.J.","Zhang,W.C."
"1962","Poiesz,B.J.","Feiner,D."
"1963","Poiesz,B.J.","Friedman-Kien,A.E."
"1964","Katabira,E.","Zhang,W.C."
"1965","Katabira,E.","Feiner,D."
"1966","Katabira,E.","Friedman-Kien,A.E."
"1967","Zhang,W.C.","Feiner,D."
"1968","Zhang,W.C.","Friedman-Kien,A.E."
"1969","Feiner,D.","Friedman-Kien,A.E."
"1970","Hu,Z.H.","Broer,R."
"1971","Hu,Z.H.","Westerlaken,J."
"1972","Hu,Z.H.","Martens,J.W.M."
"1973","Hu,Z.H.","Jin,F."
"1974","Hu,Z.H.","Wang,L.M."
"1975","Hu,Z.H.","Vlak,J.M."
"1976","Broer,R.","Westerlaken,J."
"1977","Broer,R.","Martens,J.W.M."
"1978","Broer,R.","Jin,F."
"1979","Broer,R.","Wang,L.M."
"1980","Broer,R.","Vlak,J.M."
"1981","Westerlaken,J.","Martens,J.W.M."
"1982","Westerlaken,J.","Jin,F."
"1983","Westerlaken,J.","Wang,L.M."
"1984","Westerlaken,J.","Vlak,J.M."
"1985","Martens,J.W.M.","Jin,F."
"1986","Martens,J.W.M.","Wang,L.M."
"1987","Martens,J.W.M.","Vlak,J.M."
"1988","Jin,F.","Wang,L.M."
"1989","Jin,F.","Vlak,J.M."
"1990","Wang,L.M.","Vlak,J.M."
"1991","Rybicki,E.P.","Willment,J.A."
"1992","Rybicki,E.P.","Lane,J."
"1993","Rybicki,E.P.","von Wechmar,M.B."
"1994","Willment,J.A.","Lane,J."
"1995","Willment,J.A.","von Wechmar,M.B."
"1996","Lane,J.","von Wechmar,M.B."
"1997","Alvarez,V.","Ducasse,D.A."
"1998","Alvarez,V.","Biderbost,E."
"1999","Alvarez,V.","Nome,S.F."
"2000","Ducasse,D.A.","Biderbost,E."
"2001","Ducasse,D.A.","Nome,S.F."
"2002","Biderbost,E.","Nome,S.F."
"2003","Mangada,M.N.","Igarashi,A."
"2004","Hackland,A.","Thomson,J.A."
"2005","Hackland,A.","Rybicki,E.P."
"2006","Thomson,J.A.","Rybicki,E.P."
"2007","Stuyver,L.","Wyseur,A."
"2008","Stuyver,L.","van Arnhem,W."
"2009","Stuyver,L.","Hernandez,F."
"2010","Stuyver,L.","Maertens,G."
"2011","Wyseur,A.","van Arnhem,W."
"2012","Wyseur,A.","Hernandez,F."
"2013","Wyseur,A.","Maertens,G."
"2014","van Arnhem,W.","Hernandez,F."
"2015","van Arnhem,W.","Maertens,G."
"2016","Hernandez,F.","Maertens,G."
"2017","Tyack,S.G.","Johnson,M.J."
"2018","Tyack,S.G.","Studdert,M.J."
"2019","Johnson,M.J.","Studdert,M.J."
"2020","Erlandson,M.A.","Keddie,B.A."
"2021","Erlandson,M.A.","Baldwin,D.J."
"2022","Erlandson,M.A.","Li,S."
"2023","Keddie,B.A.","Baldwin,D.J."
"2024","Keddie,B.A.","Li,S."
"2025","Baldwin,D.J.","Li,S."
"2026","Chang,D.C.","Ou,W.C."
"2027","Chen,C.-D.","Wu,T.-C."
"2028","Chen,C.-D.","Mounts,P."
"2029","Wu,T.-C.","Mounts,P."
"2030","Ciarlet,M.L.","Estes,M.K."
"2031","Ciarlet,M.L.","Conner,M.E."
"2032","Estes,M.K.","Conner,M.E."
"2033","Ciarlet,M.","Pina,C.I."
"2034","Ciarlet,M.","Garcia,O."
"2035","Ciarlet,M.","Liprandi,F."
"2036","Pina,C.I.","Garcia,O."
"2037","Pina,C.I.","Liprandi,F."
"2038","Garcia,O.","Liprandi,F."
"2039","Berke,T.","Berry,E.S."
"2040","Berke,T.","Matson,D.O."
"2041","Berke,T.","Skilling,D.E."
"2042","Berke,T.","Barlough,J.E."
"2043","Berke,T.","Poet,S.E."
"2044","Berke,T.","Smith,A.W."
"2045","Berry,E.S.","Matson,D.O."
"2046","Berry,E.S.","Skilling,D.E."
"2047","Berry,E.S.","Barlough,J.E."
"2048","Berry,E.S.","Poet,S.E."
"2049","Berry,E.S.","Smith,A.W."
"2050","Matson,D.O.","Skilling,D.E."
"2051","Matson,D.O.","Barlough,J.E."
"2052","Matson,D.O.","Poet,S.E."
"2053","Matson,D.O.","Smith,A.W."
"2054","Skilling,D.E.","Barlough,J.E."
"2055","Skilling,D.E.","Poet,S.E."
"2056","Skilling,D.E.","Smith,A.W."
"2057","Barlough,J.E.","Poet,S.E."
"2058","Barlough,J.E.","Smith,A.W."
"2059","Poet,S.E.","Smith,A.W."
"2060","Trivedi,P.","Pauza,C.D."
"2061","Sandford,G.R.","Burns,W.H."
"2062","Norder,H.","Lundstr,J.M."
"2063","Norder,H.","Kozuch,O."
"2064","Norder,H.","Magnius,L."
"2065","Lundstr,J.M.","Kozuch,O."
"2066","Lundstr,J.M.","Magnius,L."
"2067","Kozuch,O.","Magnius,L."
"2068","Parkin,N.T.","Coelingh,K.L."
"2069","Mas,A.","Quinones-Mateu,M.E."
"2070","Mas,A.","Soriano,V."
"2071","Mas,A.","Domingo,E."
"2072","Quinones-Mateu,M.E.","Soriano,V."
"2073","Quinones-Mateu,M.E.","Domingo,E."
"2074","Soriano,V.","Domingo,E."
"2075","Revill,P.A.","Wright,P.J."
"2076","Funatsu,M.","Kobune,F."
"2077","Funatsu,M.","Yoshikawa,H."
"2078","Funatsu,M.","Oka,T."
"2079","Kobune,F.","Yoshikawa,H."
"2080","Kobune,F.","Oka,T."
"2081","Yoshikawa,H.","Oka,T."
"2082","Van Cuyck-Gandre,H.","Zhang,H."
"2083","Van Cuyck-Gandre,H.","Clements,N."
"2084","Van Cuyck-Gandre,H.","Caudill,J."
"2085","Van Cuyck-Gandre,H.","Cohen,S."
"2086","Van Cuyck-Gandre,H.","Coursaget,P."
"2087","Van Cuyck-Gandre,H.","Buisson,Y."
"2088","Van Cuyck-Gandre,H.","Longer,C."
"2089","Zhang,H.","Clements,N."
"2090","Zhang,H.","Caudill,J."
"2091","Zhang,H.","Cohen,S."
"2092","Zhang,H.","Coursaget,P."
"2093","Zhang,H.","Buisson,Y."
"2094","Zhang,H.","Longer,C."
"2095","Clements,N.","Caudill,J."
"2096","Clements,N.","Cohen,S."
"2097","Clements,N.","Coursaget,P."
"2098","Clements,N.","Buisson,Y."
"2099","Clements,N.","Longer,C."
"2100","Caudill,J.","Cohen,S."
"2101","Caudill,J.","Coursaget,P."
"2102","Caudill,J.","Buisson,Y."
"2103","Caudill,J.","Longer,C."
"2104","Cohen,S.","Coursaget,P."
"2105","Cohen,S.","Buisson,Y."
"2106","Cohen,S.","Longer,C."
"2107","Coursaget,P.","Buisson,Y."
"2108","Coursaget,P.","Longer,C."
"2109","Buisson,Y.","Longer,C."
"2110","Graham,K.A.","Lalaani,A.S."
"2111","Graham,K.A.","Macen,J."
"2112","Graham,K.A.","Ness,T.L."
"2113","Graham,K.A.","Liu,L."
"2114","Graham,K.A.","Lusac,A.R."
"2115","Graham,K.A.","Kung,H."
"2116","Graham,K.A.","Moyer,D."
"2117","Graham,K.A.","McFadden,G."
"2118","Lalaani,A.S.","Macen,J."
"2119","Lalaani,A.S.","Ness,T.L."
"2120","Lalaani,A.S.","Liu,L."
"2121","Lalaani,A.S.","Lusac,A.R."
"2122","Lalaani,A.S.","Kung,H."
"2123","Lalaani,A.S.","Moyer,D."
"2124","Lalaani,A.S.","McFadden,G."
"2125","Macen,J.","Ness,T.L."
"2126","Macen,J.","Liu,L."
"2127","Macen,J.","Lusac,A.R."
"2128","Macen,J.","Kung,H."
"2129","Macen,J.","Moyer,D."
"2130","Macen,J.","McFadden,G."
"2131","Ness,T.L.","Liu,L."
"2132","Ness,T.L.","Lusac,A.R."
"2133","Ness,T.L.","Kung,H."
"2134","Ness,T.L.","Moyer,D."
"2135","Ness,T.L.","McFadden,G."
"2136","Liu,L.","Lusac,A.R."
"2137","Liu,L.","Kung,H."
"2138","Liu,L.","Moyer,D."
"2139","Liu,L.","McFadden,G."
"2140","Lusac,A.R.","Kung,H."
"2141","Lusac,A.R.","Moyer,D."
"2142","Lusac,A.R.","McFadden,G."
"2143","Kung,H.","Moyer,D."
"2144","Kung,H.","McFadden,G."
"2145","Moyer,D.","McFadden,G."
"2146","Wong,S.M.","Mahtani,P.H."
"2147","Wong,S.M.","Lee,K.C."
"2148","Wong,S.M.","Yu,H.H."
"2149","Wong,S.M.","Chng,C.G."
"2150","Mahtani,P.H.","Lee,K.C."
"2151","Mahtani,P.H.","Yu,H.H."
"2152","Mahtani,P.H.","Chng,C.G."
"2153","Lee,K.C.","Yu,H.H."
"2154","Lee,K.C.","Chng,C.G."
"2155","Yu,H.H.","Chng,C.G."
"2156","Lukashevich,I.","Djavani,M."
"2157","Lukashevich,I.","Shapiro,K."
"2158","Lukashevich,I.","Sanchez,A."
"2159","Lukashevich,I.","Ravkov,E."
"2160","Lukashevich,I.","Nichol,S."
"2161","Lukashevich,I.","Salvato,M.S."
"2162","Djavani,M.","Shapiro,K."
"2163","Djavani,M.","Sanchez,A."
"2164","Djavani,M.","Ravkov,E."
"2165","Djavani,M.","Nichol,S."
"2166","Djavani,M.","Salvato,M.S."
"2167","Shapiro,K.","Sanchez,A."
"2168","Shapiro,K.","Ravkov,E."
"2169","Shapiro,K.","Nichol,S."
"2170","Shapiro,K.","Salvato,M.S."
"2171","Sanchez,A.","Ravkov,E."
"2172","Sanchez,A.","Nichol,S."
"2173","Sanchez,A.","Salvato,M.S."
"2174","Ravkov,E.","Nichol,S."
"2175","Ravkov,E.","Salvato,M.S."
"2176","Nichol,S.","Salvato,M.S."
"2177","Gilbert,S.A.","Larochelle,R."
"2178","Gilbert,S.A.","Magar,R."
"2179","Gilbert,S.A.","Cho,H.J."
"2180","Gilbert,S.A.","Deregt,D."
"2181","Larochelle,R.","Magar,R."
"2182","Larochelle,R.","Cho,H.J."
"2183","Larochelle,R.","Deregt,D."
"2184","Magar,R.","Cho,H.J."
"2185","Magar,R.","Deregt,D."
"2186","Cho,H.J.","Deregt,D."
"2187","Seipp,S.","Wahl,R."
"2188","Seipp,S.","Mueller,H.M."
"2189","Seipp,S.","Theilmann,L."
"2190","Seipp,S.","Goeser,T."
"2191","Wahl,R.","Mueller,H.M."
"2192","Wahl,R.","Theilmann,L."
"2193","Wahl,R.","Goeser,T."
"2194","Mueller,H.M.","Theilmann,L."
"2195","Mueller,H.M.","Goeser,T."
"2196","Theilmann,L.","Goeser,T."
"2197","Hua,J.","Caffrey,J.J."
"2198","Hua,J.","Cullen,B.R."
"2199","Caffrey,J.J.","Cullen,B.R."
"2200","Wang,H.-L.","Yan,Z.-Y."
"2201","Wang,H.-L.","Hou,Y.-D."
"2202","Wang,H.-L.","Jin,D.-Y."
"2203","Yan,Z.-Y.","Hou,Y.-D."
"2204","Yan,Z.-Y.","Jin,D.-Y."
"2205","Hou,Y.-D.","Jin,D.-Y."
"2206","Chebloune,Y.","Karr,B.M."
"2207","Chebloune,Y.","Leung,K.K."
"2208","Chebloune,Y.","Narayan,O."
"2209","Karr,B.M.","Leung,K.K."
"2210","Karr,B.M.","Narayan,O."
"2211","Leung,K.K.","Narayan,O."
"2212","Zacharova,V.","Becker,M.L.B."
"2213","Zacharova,V.","Zachar,V."
"2214","Zacharova,V.","Ebbesen,P."
"2215","Zacharova,V.","Goustin,A.S."
"2216","Becker,M.L.B.","Zachar,V."
"2217","Becker,M.L.B.","Ebbesen,P."
"2218","Becker,M.L.B.","Goustin,A.S."
"2219","Zachar,V.","Ebbesen,P."
"2220","Zachar,V.","Goustin,A.S."
"2221","Ebbesen,P.","Goustin,A.S."
"2222","Pang,S.","Vinters,H.V."
"2223","Pang,S.","Akashi,T."
"2224","Pang,S.","O'Brien,W.A."
"2225","Pang,S.","Chen,I.S."
"2226","Pang,S.","Koyanagi,Y."
"2227","Pang,S.","Namazie,A."
"2228","Pang,S.","Zhao,J."
"2229","Pang,S.","Diagne,A."
"2230","Pang,S.","Idler,K."
"2231","Vinters,H.V.","Akashi,T."
"2232","Vinters,H.V.","O'Brien,W.A."
"2233","Vinters,H.V.","Chen,I.S."
"2234","Vinters,H.V.","Koyanagi,Y."
"2235","Vinters,H.V.","Namazie,A."
"2236","Vinters,H.V.","Zhao,J."
"2237","Vinters,H.V.","Diagne,A."
"2238","Vinters,H.V.","Idler,K."
"2239","Akashi,T.","O'Brien,W.A."
"2240","Akashi,T.","Chen,I.S."
"2241","Akashi,T.","Koyanagi,Y."
"2242","Akashi,T.","Namazie,A."
"2243","Akashi,T.","Zhao,J."
"2244","Akashi,T.","Diagne,A."
"2245","Akashi,T.","Idler,K."
"2246","O'Brien,W.A.","Chen,I.S."
"2247","O'Brien,W.A.","Koyanagi,Y."
"2248","O'Brien,W.A.","Namazie,A."
"2249","O'Brien,W.A.","Zhao,J."
"2250","O'Brien,W.A.","Diagne,A."
"2251","O'Brien,W.A.","Idler,K."
"2252","Chen,I.S.","Koyanagi,Y."
"2253","Chen,I.S.","Namazie,A."
"2254","Chen,I.S.","Zhao,J."
"2255","Chen,I.S.","Diagne,A."
"2256","Chen,I.S.","Idler,K."
"2257","Koyanagi,Y.","Namazie,A."
"2258","Koyanagi,Y.","Zhao,J."
"2259","Koyanagi,Y.","Diagne,A."
"2260","Koyanagi,Y.","Idler,K."
"2261","Namazie,A.","Zhao,J."
"2262","Namazie,A.","Diagne,A."
"2263","Namazie,A.","Idler,K."
"2264","Zhao,J.","Diagne,A."
"2265","Zhao,J.","Idler,K."
"2266","Diagne,A.","Idler,K."
"2267","Chebloune,Y.","Karr,B.M."
"2268","Chebloune,Y.","Leung,K.K."
"2269","Chebloune,Y.","Narayan,O."
"2270","Karr,B.M.","Leung,K.K."
"2271","Karr,B.M.","Narayan,O."
"2272","Leung,K.K.","Narayan,O."
"2273","Erker,J.C.","Simons,J.N."
"2274","Erker,J.C.","Muerhoff,A.S."
"2275","Erker,J.C.","Leary,T.P."
"2276","Erker,J.C.","Chalmers,M.L."
"2277","Erker,J.C.","Desai,S.M."
"2278","Erker,J.C.","Mushahwar,I.K."
"2279","Simons,J.N.","Muerhoff,A.S."
"2280","Simons,J.N.","Leary,T.P."
"2281","Simons,J.N.","Chalmers,M.L."
"2282","Simons,J.N.","Desai,S.M."
"2283","Simons,J.N.","Mushahwar,I.K."
"2284","Muerhoff,A.S.","Leary,T.P."
"2285","Muerhoff,A.S.","Chalmers,M.L."
"2286","Muerhoff,A.S.","Desai,S.M."
"2287","Muerhoff,A.S.","Mushahwar,I.K."
"2288","Leary,T.P.","Chalmers,M.L."
"2289","Leary,T.P.","Desai,S.M."
"2290","Leary,T.P.","Mushahwar,I.K."
"2291","Chalmers,M.L.","Desai,S.M."
"2292","Chalmers,M.L.","Mushahwar,I.K."
"2293","Desai,S.M.","Mushahwar,I.K."
"2294","Shi,B.J.","Ding,S.W."
"2295","Shi,B.J.","Symons,R.H."
"2296","Ding,S.W.","Symons,R.H."
"2297","Carlson,J.O.","DeMartini,J.C."
"2298","Carlson,J.O.","Mwaengo,D.M."
"2299","DeMartini,J.C.","Mwaengo,D.M."
"2300","Kreis,S.","Whistler,T."
"2301","Macen,J.L.","Ness,T.L."
"2302","Macen,J.L.","Moyer,R.W."
"2303","Ness,T.L.","Moyer,R.W."
"2304","Hice,R.H.","Federici,B.A."
"2305","Hice,R.H.","Federici,B.A."
"2306","Gagnon,C.A.","Dea,S."
"2307","Youderian,P.","Magrini,V."
"2308","Youderian,P.","Salmi,D."
"2309","Youderian,P.","Hartzell,P.L."
"2310","Magrini,V.","Salmi,D."
"2311","Magrini,V.","Hartzell,P.L."
"2312","Salmi,D.","Hartzell,P.L."
"2313","Poirel,L.","Aubin,J.T."
"2314","Poirel,L.","Gautheret,A."
"2315","Poirel,L.","Malet,I."
"2316","Poirel,L.","Huraux,J.M."
"2317","Poirel,L.","Agut,H."
"2318","Aubin,J.T.","Gautheret,A."
"2319","Aubin,J.T.","Malet,I."
"2320","Aubin,J.T.","Huraux,J.M."
"2321","Aubin,J.T.","Agut,H."
"2322","Gautheret,A.","Malet,I."
"2323","Gautheret,A.","Huraux,J.M."
"2324","Gautheret,A.","Agut,H."
"2325","Malet,I.","Huraux,J.M."
"2326","Malet,I.","Agut,H."
"2327","Huraux,J.M.","Agut,H."
"2328","Ramos,P.L.","Guerra,O."
"2329","Ramos,P.L.","Dorestes,V."
"2330","Ramos,P.L.","Ramirez,N."
"2331","Ramos,P.L.","Oramas,P."
"2332","Guerra,O.","Dorestes,V."
"2333","Guerra,O.","Ramirez,N."
"2334","Guerra,O.","Oramas,P."
"2335","Dorestes,V.","Ramirez,N."
"2336","Dorestes,V.","Oramas,P."
"2337","Ramirez,N.","Oramas,P."
"2338","Randhawa,J.S.","Wilson,S.D."
"2339","Randhawa,J.S.","Tolley,K.P."
"2340","Randhawa,J.S.","Cavanagh,D."
"2341","Randhawa,J.S.","Pringle,C.R"
"2342","Randhawa,J.S.",",Easton,A.J."
"2343","Wilson,S.D.","Tolley,K.P."
"2344","Wilson,S.D.","Cavanagh,D."
"2345","Wilson,S.D.","Pringle,C.R"
"2346","Wilson,S.D.",",Easton,A.J."
"2347","Tolley,K.P.","Cavanagh,D."
"2348","Tolley,K.P.","Pringle,C.R"
"2349","Tolley,K.P.",",Easton,A.J."
"2350","Cavanagh,D.","Pringle,C.R"
"2351","Cavanagh,D.",",Easton,A.J."
"2352","Pringle,C.R",",Easton,A.J."
"2353","Hamooleh,G.","Cross,G."
"2354","Hamooleh,G.","Dixon,R.J."
"2355","Cross,G.","Dixon,R.J."
"2356","Numata,K.","Hardy,M.E."
"2357","Numata,K.","Kramer,S.F."
"2358","Numata,K.","Nakata,S."
"2359","Numata,K.","Chiba,S."
"2360","Numata,K.","Estes,M.K."
"2361","Hardy,M.E.","Kramer,S.F."
"2362","Hardy,M.E.","Nakata,S."
"2363","Hardy,M.E.","Chiba,S."
"2364","Hardy,M.E.","Estes,M.K."
"2365","Kramer,S.F.","Nakata,S."
"2366","Kramer,S.F.","Chiba,S."
"2367","Kramer,S.F.","Estes,M.K."
"2368","Nakata,S.","Chiba,S."
"2369","Nakata,S.","Estes,M.K."
"2370","Chiba,S.","Estes,M.K."
"2371","Duan,Y.-P.","Powell,C.A."
"2372","Duan,Y.-P.","Purcifull,D.E."
"2373","Duan,Y.-P.","Hiebert,E."
"2374","Powell,C.A.","Purcifull,D.E."
"2375","Powell,C.A.","Hiebert,E."
"2376","Purcifull,D.E.","Hiebert,E."
"2377","Abouzid,A.M.","Hiebert,E."
"2378","Abouzid,A.M.","Strandberg,J.O."
"2379","Hiebert,E.","Strandberg,J.O."
"2380","Kheyar,A.","St-Laurent,G."
"2381","Kheyar,A.","Lepage,N."
"2382","Kheyar,A.","Dufresne,J."
"2383","Kheyar,A.","Archambault,D."
"2384","St-Laurent,G.","Lepage,N."
"2385","St-Laurent,G.","Dufresne,J."
"2386","St-Laurent,G.","Archambault,D."
"2387","Lepage,N.","Dufresne,J."
"2388","Lepage,N.","Archambault,D."
"2389","Dufresne,J.","Archambault,D."
"2390","Que,Q.","Zhang,Y."
"2391","Que,Q.","Nelson,M."
"2392","Que,Q.","Ropp,S."
"2393","Que,Q.","Burbank,D.E."
"2394","Que,Q.","Van	Etten,J.L."
"2395","Zhang,Y.","Nelson,M."
"2396","Zhang,Y.","Ropp,S."
"2397","Zhang,Y.","Burbank,D.E."
"2398","Zhang,Y.","Van	Etten,J.L."
"2399","Nelson,M.","Ropp,S."
"2400","Nelson,M.","Burbank,D.E."
"2401","Nelson,M.","Van	Etten,J.L."
"2402","Ropp,S.","Burbank,D.E."
"2403","Ropp,S.","Van	Etten,J.L."
"2404","Burbank,D.E.","Van	Etten,J.L."
"2405","VanRompay,K.K.A.","Greenier,J.L."
"2406","VanRompay,K.K.A.","Marthas,M.L."
"2407","VanRompay,K.K.A.","Pedersen,N.C."
"2408","Greenier,J.L.","Marthas,M.L."
"2409","Greenier,J.L.","Pedersen,N.C."
"2410","Marthas,M.L.","Pedersen,N.C."
"2411","Bremont,M.","Labbe,M."
"2412","Bremont,M.","Gajardo,R."
"2413","Bremont,M.","Cohen,J."
"2414","Labbe,M.","Gajardo,R."
"2415","Labbe,M.","Cohen,J."
"2416","Gajardo,R.","Cohen,J."
"2417","Merryweather-Clarke,A.T.","Cooper,J.I.C."
"2418","Kwon,C.S.","Paek,K.H."
"2419","Kwon,C.S.","Chung,W.I."
"2420","Paek,K.H.","Chung,W.I."
"2421","Balcazar,N.","Garcia,F."
"2422","Andreyev,V.G.","Wesley,R.D."
"2423","Andreyev,V.G.","Mengeling,W.L."
"2424","Andreyev,V.G.","Vorwald,A.C."
"2425","Andreyev,V.G.","Lager,K.M."
"2426","Wesley,R.D.","Mengeling,W.L."
"2427","Wesley,R.D.","Vorwald,A.C."
"2428","Wesley,R.D.","Lager,K.M."
"2429","Mengeling,W.L.","Vorwald,A.C."
"2430","Mengeling,W.L.","Lager,K.M."
"2431","Vorwald,A.C.","Lager,K.M."
"2432","Zhong,W.","Wang,H."
"2433","Zhong,W.","Herndier,B."
"2434","Zhong,W.","Ganem,D."
"2435","Wang,H.","Herndier,B."
"2436","Wang,H.","Ganem,D."
"2437","Herndier,B.","Ganem,D."
"2438","Upadhyaya,N.M.","Gellatly,J.A."
"2439","Upadhyaya,N.M.","Li,Z."
"2440","Upadhyaya,N.M.","Ramm,K."
"2441","Upadhyaya,N.M.","Kositratana,W."
"2442","Upadhyaya,N.M.","Waterhouse,P.M."
"2443","Gellatly,J.A.","Li,Z."
"2444","Gellatly,J.A.","Ramm,K."
"2445","Gellatly,J.A.","Kositratana,W."
"2446","Gellatly,J.A.","Waterhouse,P.M."
"2447","Li,Z.","Ramm,K."
"2448","Li,Z.","Kositratana,W."
"2449","Li,Z.","Waterhouse,P.M."
"2450","Ramm,K.","Kositratana,W."
"2451","Ramm,K.","Waterhouse,P.M."
"2452","Kositratana,W.","Waterhouse,P.M."
"2453","Pederson,N.E.","Casey,J.T.I.I."
"2454","Pederson,N.E.","Koslowski,K.M."
"2455","Casey,J.T.I.I.","Koslowski,K.M."
"2456","Lozano,M.E.","Posik,D.M."
"2457","Lozano,M.E.","Albarino,C.G."
"2458","Lozano,M.E.","Schujman,G."
"2459","Lozano,M.E.","Ghiringhelli,P.D."
"2460","Lozano,M.E.","Calderon,G."
"2461","Lozano,M.E.","Sabattini,M."
"2462","Lozano,M.E.","Romanowski,V."
"2463","Posik,D.M.","Albarino,C.G."
"2464","Posik,D.M.","Schujman,G."
"2465","Posik,D.M.","Ghiringhelli,P.D."
"2466","Posik,D.M.","Calderon,G."
"2467","Posik,D.M.","Sabattini,M."
"2468","Posik,D.M.","Romanowski,V."
"2469","Albarino,C.G.","Schujman,G."
"2470","Albarino,C.G.","Ghiringhelli,P.D."
"2471","Albarino,C.G.","Calderon,G."
"2472","Albarino,C.G.","Sabattini,M."
"2473","Albarino,C.G.","Romanowski,V."
"2474","Schujman,G.","Ghiringhelli,P.D."
"2475","Schujman,G.","Calderon,G."
"2476","Schujman,G.","Sabattini,M."
"2477","Schujman,G.","Romanowski,V."
"2478","Ghiringhelli,P.D.","Calderon,G."
"2479","Ghiringhelli,P.D.","Sabattini,M."
"2480","Ghiringhelli,P.D.","Romanowski,V."
"2481","Calderon,G.","Sabattini,M."
"2482","Calderon,G.","Romanowski,V."
"2483","Sabattini,M.","Romanowski,V."
"2484","Takehisa,J.","Osei-Kwasi,M."
"2485","Takehisa,J.","Ayisi,N.K."
"2486","Takehisa,J.","Hishida,O."
"2487","Takehisa,J.","Miura,T."
"2488","Takehisa,J.","Igarashi,T."
"2489","Takehisa,J.","Brandful,J."
"2490","Takehisa,J.","Ampofo,W."
"2491","Takehisa,J.","Netty,V.B.A."
"2492","Takehisa,J.","Mensah,M."
"2493","Takehisa,J.","Yamashita,M."
"2494","Takehisa,J.","Ido,E."
"2495","Takehisa,J.","Hayami,M."
"2496","Osei-Kwasi,M.","Ayisi,N.K."
"2497","Osei-Kwasi,M.","Hishida,O."
"2498","Osei-Kwasi,M.","Miura,T."
"2499","Osei-Kwasi,M.","Igarashi,T."
"2500","Osei-Kwasi,M.","Brandful,J."
"2501","Osei-Kwasi,M.","Ampofo,W."
"2502","Osei-Kwasi,M.","Netty,V.B.A."
"2503","Osei-Kwasi,M.","Mensah,M."
"2504","Osei-Kwasi,M.","Yamashita,M."
"2505","Osei-Kwasi,M.","Ido,E."
"2506","Osei-Kwasi,M.","Hayami,M."
"2507","Ayisi,N.K.","Hishida,O."
"2508","Ayisi,N.K.","Miura,T."
"2509","Ayisi,N.K.","Igarashi,T."
"2510","Ayisi,N.K.","Brandful,J."
"2511","Ayisi,N.K.","Ampofo,W."
"2512","Ayisi,N.K.","Netty,V.B.A."
