"","Auth1","Auth2"
"4371","Lund,J.K.","Obiang,J."
"4372","Lund,J.K.","Kaptue,L."
"4373","Lund,J.K.","Hampl,H."
"4374","Lund,J.K.","Vallari,A."
"4375","Lund,J.K.","Devare,S.G."
"4376","Gurtler,L.G.","Zekeng,L."
"4377","Gurtler,L.G.","Obiang,J."
"4378","Gurtler,L.G.","Kaptue,L."
"4379","Gurtler,L.G.","Hampl,H."
"4380","Gurtler,L.G.","Vallari,A."
"4381","Gurtler,L.G.","Devare,S.G."
"4382","Zekeng,L.","Obiang,J."
"4383","Zekeng,L.","Kaptue,L."
"4384","Zekeng,L.","Hampl,H."
"4385","Zekeng,L.","Vallari,A."
"4386","Zekeng,L.","Devare,S.G."
"4387","Obiang,J.","Kaptue,L."
"4388","Obiang,J.","Hampl,H."
"4389","Obiang,J.","Vallari,A."
"4390","Obiang,J.","Devare,S.G."
"4391","Kaptue,L.","Hampl,H."
"4392","Kaptue,L.","Vallari,A."
"4393","Kaptue,L.","Devare,S.G."
"4394","Hampl,H.","Vallari,A."
"4395","Hampl,H.","Devare,S.G."
"4396","Vallari,A.","Devare,S.G."
"4397","Lu,M.","Iatrou,K."
"4398","Hu,C.C.","Ghabrial,S.A."
"4399","Nicholas,J.","Ruvolo,V."
"4400","Nicholas,J.","Zong,J."
"4401","Nicholas,J.","Ciufo,D."
"4402","Nicholas,J.","Guo,H.-G."
"4403","Nicholas,J.","Reitz,M.S"
"4404","Nicholas,J.",",Hayward,G.S."
"4405","Ruvolo,V.","Zong,J."
"4406","Ruvolo,V.","Ciufo,D."
"4407","Ruvolo,V.","Guo,H.-G."
"4408","Ruvolo,V.","Reitz,M.S"
"4409","Ruvolo,V.",",Hayward,G.S."
"4410","Zong,J.","Ciufo,D."
"4411","Zong,J.","Guo,H.-G."
"4412","Zong,J.","Reitz,M.S"
"4413","Zong,J.",",Hayward,G.S."
"4414","Ciufo,D.","Guo,H.-G."
"4415","Ciufo,D.","Reitz,M.S"
"4416","Ciufo,D.",",Hayward,G.S."
"4417","Guo,H.-G.","Reitz,M.S"
"4418","Guo,H.-G.",",Hayward,G.S."
"4419","Reitz,M.S",",Hayward,G.S."
"4420","Lupiani,B.","Reddy,S.M."
"4421","Lupiani,B.","Subramanian,K."
"4422","Lupiani,B.","Samal S.K."
"4423","Reddy,S.M.","Subramanian,K."
"4424","Reddy,S.M.","Samal S.K."
"4425","Subramanian,K.","Samal S.K."
"4426","Smith,J.M.","Kraiselburd,E.N."
"4427","Smith,J.M.","Torres,J.V."
"4428","Kraiselburd,E.N.","Torres,J.V."
